date,team,points,mp
3/29/2014,Chelsea,69,31
3/29/2014,Liverpool,68,31
3/29/2014,Manchester City,66,29
3/29/2014,Arsenal,63,31
3/29/2014,Everton,57,30
3/29/2014,Tottenham,56,31
3/29/2014,Manchester Utd,51,31
3/29/2014,Newcastle Utd,46,31
3/29/2014,Southampton,45,31
3/29/2014,Stoke City,37,31
3/29/2014,West Ham,34,31
3/29/2014,Aston Villa,34,30
3/29/2014,Hull City,33,31
3/29/2014,Norwich City,32,31
3/29/2014,Swansea City,30,31
3/29/2014,West Brom,28,30
3/29/2014,Crystal Palace,28,30
3/29/2014,Sunderland,25,29
3/29/2014,Cardiff City,25,31
3/29/2014,Fulham,24,31
3/30/2014,Chelsea,69,32
3/30/2014,Liverpool,68,31
3/30/2014,Manchester City,67,30
3/30/2014,Arsenal,64,32
3/30/2014,Everton,57,30
3/30/2014,Tottenham,56,31
3/30/2014,Manchester Utd,54,32
3/30/2014,Southampton,48,32
3/30/2014,Newcastle Utd,46,32
3/30/2014,Stoke City,40,32
3/30/2014,West Ham,34,31
3/30/2014,Aston Villa,34,31
3/30/2014,Swansea City,33,32
3/30/2014,Hull City,33,32
3/30/2014,Norwich City,32,32
3/30/2014,Crystal Palace,31,31
3/30/2014,West Brom,29,31
3/30/2014,Cardiff City,26,32
3/30/2014,Sunderland,25,29
3/30/2014,Fulham,24,31
3/31/2014,Liverpool,71,32
3/31/2014,Chelsea,69,32
3/31/2014,Manchester City,67,30
3/31/2014,Arsenal,64,32
3/31/2014,Everton,60,31
3/31/2014,Tottenham,56,32
3/31/2014,Manchester Utd,54,32
3/31/2014,Southampton,48,32
3/31/2014,Newcastle Utd,46,32
3/31/2014,Stoke City,40,32
3/31/2014,West Ham,34,31
3/31/2014,Aston Villa,34,31
3/31/2014,Swansea City,33,32
3/31/2014,Hull City,33,32
3/31/2014,Norwich City,32,32
3/31/2014,Crystal Palace,31,31
3/31/2014,West Brom,29,31
3/31/2014,Cardiff City,26,32
3/31/2014,Sunderland,25,29
3/31/2014,Fulham,24,32
4/5/2014,Liverpool,71,32
4/5/2014,Chelsea,69,32
4/5/2014,Manchester City,67,30
4/5/2014,Arsenal,64,32
4/5/2014,Everton,60,31
4/5/2014,Tottenham,56,32
4/5/2014,Manchester Utd,54,32
4/5/2014,Southampton,48,32
4/5/2014,Newcastle Utd,46,32
4/5/2014,Stoke City,40,32
4/5/2014,West Ham,37,32
4/5/2014,Aston Villa,34,31
4/5/2014,Swansea City,33,32
4/5/2014,Hull City,33,32
4/5/2014,Norwich City,32,32
4/5/2014,Crystal Palace,31,31
4/5/2014,West Brom,29,31
4/5/2014,Cardiff City,26,32
4/5/2014,Sunderland,25,30
4/5/2014,Fulham,24,32
4/6/2014,Chelsea,72,33
4/6/2014,Liverpool,71,32
4/6/2014,Manchester City,70,31
4/6/2014,Arsenal,64,32
4/6/2014,Everton,60,31
4/6/2014,Manchester Utd,57,33
4/6/2014,Tottenham,56,32
4/6/2014,Southampton,48,33
4/6/2014,Newcastle Utd,46,33
4/6/2014,Stoke City,40,33
4/6/2014,West Ham,37,32
4/6/2014,Hull City,36,33
4/6/2014,Aston Villa,34,32
4/6/2014,Crystal Palace,34,32
4/6/2014,Swansea City,33,33
4/6/2014,West Brom,32,32
4/6/2014,Norwich City,32,33
4/6/2014,Fulham,27,33
4/6/2014,Cardiff City,26,33
4/6/2014,Sunderland,25,30
4/7/2014,Liverpool,74,33
4/7/2014,Chelsea,72,33
4/7/2014,Manchester City,70,31
4/7/2014,Arsenal,64,33
4/7/2014,Everton,63,32
4/7/2014,Manchester Utd,57,33
4/7/2014,Tottenham,56,32
4/7/2014,Southampton,48,33
4/7/2014,Newcastle Utd,46,33
4/7/2014,Stoke City,40,33
4/7/2014,West Ham,37,33
4/7/2014,Hull City,36,33
4/7/2014,Aston Villa,34,32
4/7/2014,Crystal Palace,34,32
4/7/2014,Swansea City,33,33
4/7/2014,West Brom,32,32
4/7/2014,Norwich City,32,33
4/7/2014,Fulham,27,33
4/7/2014,Cardiff City,26,33
4/7/2014,Sunderland,25,30
4/12/2014,Liverpool,74,33
4/12/2014,Chelsea,72,33
4/12/2014,Manchester City,70,31
4/12/2014,Arsenal,64,33
4/12/2014,Everton,63,32
4/12/2014,Tottenham,59,33
4/12/2014,Manchester Utd,57,33
4/12/2014,Southampton,48,33
4/12/2014,Newcastle Utd,46,33
4/12/2014,Stoke City,40,33
4/12/2014,West Ham,37,33
4/12/2014,Hull City,36,33
4/12/2014,Aston Villa,34,32
4/12/2014,Crystal Palace,34,32
4/12/2014,Swansea City,33,33
4/12/2014,West Brom,32,32
4/12/2014,Norwich City,32,33
4/12/2014,Fulham,27,33
4/12/2014,Cardiff City,26,33
4/12/2014,Sunderland,25,31
4/13/2014,Liverpool,74,33
4/13/2014,Chelsea,72,33
4/13/2014,Manchester City,70,31
4/13/2014,Everton,66,33
4/13/2014,Arsenal,64,33
4/13/2014,Tottenham,60,34
4/13/2014,Manchester Utd,57,33
4/13/2014,Southampton,48,34
4/13/2014,Newcastle Utd,46,34
4/13/2014,Stoke City,43,34
4/13/2014,West Ham,37,33
4/13/2014,Crystal Palace,37,33
4/13/2014,Hull City,36,33
4/13/2014,Aston Villa,34,33
4/13/2014,Swansea City,33,33
4/13/2014,West Brom,33,33
4/13/2014,Norwich City,32,34
4/13/2014,Fulham,30,34
4/13/2014,Cardiff City,29,34
4/13/2014,Sunderland,25,32
4/15/2014,Liverpool,77,34
4/15/2014,Chelsea,75,34
4/15/2014,Manchester City,70,32
4/15/2014,Everton,66,33
4/15/2014,Arsenal,64,33
4/15/2014,Tottenham,60,34
4/15/2014,Manchester Utd,57,33
4/15/2014,Southampton,48,34
4/15/2014,Newcastle Utd,46,34
4/15/2014,Stoke City,43,34
4/15/2014,West Ham,37,33
4/15/2014,Crystal Palace,37,33
4/15/2014,Hull City,36,33
4/15/2014,Aston Villa,34,33
4/15/2014,Swansea City,33,34
4/15/2014,West Brom,33,33
4/15/2014,Norwich City,32,34
4/15/2014,Fulham,30,34
4/15/2014,Cardiff City,29,34
4/15/2014,Sunderland,25,32
4/16/2014,Liverpool,77,34
4/16/2014,Chelsea,75,34
4/16/2014,Manchester City,70,32
4/16/2014,Arsenal,67,34
4/16/2014,Everton,66,33
4/16/2014,Tottenham,60,34
4/16/2014,Manchester Utd,57,33
4/16/2014,Southampton,48,34
4/16/2014,Newcastle Utd,46,34
4/16/2014,Stoke City,43,34
4/16/2014,West Ham,37,34
4/16/2014,Crystal Palace,37,33
4/16/2014,Hull City,36,33
4/16/2014,Aston Villa,34,33
4/16/2014,Swansea City,33,34
4/16/2014,West Brom,33,33
4/16/2014,Norwich City,32,34
4/16/2014,Fulham,30,34
4/16/2014,Cardiff City,29,34
4/16/2014,Sunderland,25,32
4/19/2014,Liverpool,77,34
4/19/2014,Chelsea,75,34
4/19/2014,Manchester City,71,33
4/19/2014,Arsenal,67,34
4/19/2014,Everton,66,34
4/19/2014,Tottenham,60,34
4/19/2014,Manchester Utd,57,33
4/19/2014,Southampton,48,34
4/19/2014,Newcastle Utd,46,34
4/19/2014,Stoke City,43,34
4/19/2014,Crystal Palace,40,34
4/19/2014,West Ham,37,34
4/19/2014,Hull City,36,33
4/19/2014,Aston Villa,34,33
4/19/2014,Swansea City,33,34
4/19/2014,West Brom,33,33
4/19/2014,Norwich City,32,34
4/19/2014,Fulham,30,34
4/19/2014,Cardiff City,29,34
4/19/2014,Sunderland,26,33
4/20/2014,Liverpool,77,34
4/20/2014,Chelsea,75,35
4/20/2014,Manchester City,71,33
4/20/2014,Arsenal,67,34
4/20/2014,Everton,66,34
4/20/2014,Tottenham,63,35
4/20/2014,Manchester Utd,57,33
4/20/2014,Southampton,49,35
4/20/2014,Newcastle Utd,46,35
4/20/2014,Stoke City,44,35
4/20/2014,Crystal Palace,43,35
4/20/2014,West Ham,37,35
4/20/2014,Swansea City,36,35
4/20/2014,Hull City,36,33
4/20/2014,Aston Villa,35,34
4/20/2014,West Brom,33,33
4/20/2014,Norwich City,32,34
4/20/2014,Cardiff City,30,35
4/20/2014,Fulham,30,35
4/20/2014,Sunderland,29,34
4/21/2014,Liverpool,80,35
4/21/2014,Chelsea,75,35
4/21/2014,Manchester City,71,33
4/21/2014,Arsenal,70,35
4/21/2014,Everton,69,35
4/21/2014,Tottenham,63,35
4/21/2014,Manchester Utd,57,34
4/21/2014,Southampton,49,35
4/21/2014,Newcastle Utd,46,35
4/21/2014,Stoke City,44,35
4/21/2014,Crystal Palace,43,35
4/21/2014,West Ham,37,35
4/21/2014,Swansea City,36,35
4/21/2014,Hull City,36,34
4/21/2014,Aston Villa,35,34
4/21/2014,West Brom,33,33
4/21/2014,Norwich City,32,35
4/21/2014,Cardiff City,30,35
4/21/2014,Fulham,30,35
4/21/2014,Sunderland,29,34
4/26/2014,Liverpool,80,35
4/26/2014,Chelsea,75,35
4/26/2014,Manchester City,74,34
4/26/2014,Arsenal,70,35
4/26/2014,Everton,69,35
4/26/2014,Tottenham,63,35
4/26/2014,Manchester Utd,57,34
4/26/2014,Southampton,49,35
4/26/2014,Newcastle Utd,46,35
4/26/2014,Stoke City,44,35
4/26/2014,Crystal Palace,43,35
4/26/2014,West Ham,37,35
4/26/2014,Swansea City,36,35
4/26/2014,Hull City,36,34
4/26/2014,Aston Villa,35,34
4/26/2014,West Brom,33,34
4/26/2014,Norwich City,32,35
4/26/2014,Cardiff City,30,35
4/26/2014,Fulham,30,35
4/26/2014,Sunderland,29,34
4/27/2014,Liverpool,80,35
4/27/2014,Chelsea,75,35
4/27/2014,Manchester City,74,34
4/27/2014,Arsenal,70,35
4/27/2014,Everton,69,36
4/27/2014,Tottenham,66,36
4/27/2014,Manchester Utd,60,35
4/27/2014,Southampton,52,36
4/27/2014,Newcastle Utd,46,35
4/27/2014,Stoke City,44,36
4/27/2014,Crystal Palace,43,35
4/27/2014,Swansea City,39,36
4/27/2014,Hull City,37,35
4/27/2014,West Ham,37,36
4/27/2014,West Brom,36,35
4/27/2014,Aston Villa,35,35
4/27/2014,Norwich City,32,36
4/27/2014,Fulham,31,36
4/27/2014,Cardiff City,30,35
4/27/2014,Sunderland,29,34
4/28/2014,Liverpool,80,36
4/28/2014,Chelsea,78,36
4/28/2014,Manchester City,77,35
4/28/2014,Arsenal,70,35
4/28/2014,Everton,69,36
4/28/2014,Tottenham,66,36
4/28/2014,Manchester Utd,60,35
4/28/2014,Southampton,52,36
4/28/2014,Newcastle Utd,46,35
4/28/2014,Stoke City,44,36
4/28/2014,Crystal Palace,43,36
4/28/2014,Swansea City,39,36
4/28/2014,Hull City,37,35
4/28/2014,West Ham,37,36
4/28/2014,West Brom,36,35
4/28/2014,Aston Villa,35,35
4/28/2014,Sunderland,32,35
4/28/2014,Norwich City,32,36
4/28/2014,Fulham,31,36
4/28/2014,Cardiff City,30,36
5/3/2014,Liverpool,80,36
5/3/2014,Chelsea,78,36
5/3/2014,Manchester City,77,35
5/3/2014,Arsenal,73,36
5/3/2014,Everton,69,36
5/3/2014,Tottenham,66,36
5/3/2014,Manchester Utd,60,35
5/3/2014,Southampton,52,36
5/3/2014,Newcastle Utd,46,36
5/3/2014,Stoke City,44,36
5/3/2014,Crystal Palace,43,36
5/3/2014,Swansea City,39,36
5/3/2014,Hull City,37,35
5/3/2014,West Ham,37,36
5/3/2014,West Brom,36,35
5/3/2014,Aston Villa,35,35
5/3/2014,Sunderland,32,35
5/3/2014,Norwich City,32,36
5/3/2014,Fulham,31,36
5/3/2014,Cardiff City,30,36
5/4/2014,Manchester City,80,36
5/4/2014,Liverpool,80,36
5/4/2014,Chelsea,78,36
5/4/2014,Arsenal,73,36
5/4/2014,Everton,69,37
5/4/2014,Tottenham,66,37
5/4/2014,Manchester Utd,60,36
5/4/2014,Southampton,55,37
5/4/2014,Newcastle Utd,49,37
5/4/2014,Stoke City,47,37
5/4/2014,Crystal Palace,43,36
5/4/2014,West Ham,40,37
5/4/2014,Swansea City,39,37
5/4/2014,Aston Villa,38,36
5/4/2014,Hull City,37,36
5/4/2014,West Brom,36,35
5/4/2014,Sunderland,35,36
5/4/2014,Norwich City,32,36
5/4/2014,Fulham,31,37
5/4/2014,Cardiff City,30,37
5/5/2014,Manchester City,80,36
5/5/2014,Liverpool,80,36
5/5/2014,Chelsea,79,37
5/5/2014,Arsenal,76,37
5/5/2014,Everton,69,37
5/5/2014,Tottenham,66,37
5/5/2014,Manchester Utd,60,36
5/5/2014,Southampton,55,37
5/5/2014,Newcastle Utd,49,37
5/5/2014,Stoke City,47,37
5/5/2014,Crystal Palace,43,36
5/5/2014,West Ham,40,37
5/5/2014,Swansea City,39,37
5/5/2014,Aston Villa,38,36
5/5/2014,Hull City,37,36
5/5/2014,West Brom,36,36
5/5/2014,Sunderland,35,36
5/5/2014,Norwich City,33,37
5/5/2014,Fulham,31,37
5/5/2014,Cardiff City,30,37
5/6/2014,Liverpool,81,37
5/6/2014,Manchester City,80,36
5/6/2014,Chelsea,79,37
5/6/2014,Arsenal,76,37
5/6/2014,Everton,69,37
5/6/2014,Tottenham,66,37
5/6/2014,Manchester Utd,60,36
5/6/2014,Southampton,55,37
5/6/2014,Newcastle Utd,49,37
5/6/2014,Stoke City,47,37
5/6/2014,Crystal Palace,44,37
5/6/2014,West Ham,40,37
5/6/2014,Swansea City,39,37
5/6/2014,Aston Villa,38,36
5/6/2014,Hull City,37,36
5/6/2014,West Brom,36,36
5/6/2014,Sunderland,35,36
5/6/2014,Norwich City,33,37
5/6/2014,Fulham,31,37
5/6/2014,Cardiff City,30,37
5/7/2014,Liverpool,81,37
5/7/2014,Manchester City,80,36
5/7/2014,Chelsea,79,37
5/7/2014,Arsenal,76,37
5/7/2014,Everton,69,37
5/7/2014,Tottenham,66,37
5/7/2014,Manchester Utd,63,37
5/7/2014,Southampton,55,37
5/7/2014,Newcastle Utd,49,37
5/7/2014,Stoke City,47,37
5/7/2014,Crystal Palace,44,37
5/7/2014,West Ham,40,37
5/7/2014,Swansea City,39,37
5/7/2014,Aston Villa,38,36
5/7/2014,Hull City,37,37
5/7/2014,West Brom,36,36
5/7/2014,Sunderland,35,36
5/7/2014,Norwich City,33,37
5/7/2014,Fulham,31,37
5/7/2014,Cardiff City,30,37
5/11/2014,Manchester City,83,37
5/11/2014,Liverpool,81,37
5/11/2014,Chelsea,79,37
5/11/2014,Arsenal,76,37
5/11/2014,Everton,69,37
5/11/2014,Tottenham,66,37
5/11/2014,Manchester Utd,63,37
5/11/2014,Southampton,55,37
5/11/2014,Newcastle Utd,49,37
5/11/2014,Stoke City,47,37
5/11/2014,Crystal Palace,44,37
5/11/2014,West Ham,40,37
5/11/2014,Swansea City,39,37
5/11/2014,Sunderland,38,37
5/11/2014,Aston Villa,38,37
5/11/2014,Hull City,37,37
5/11/2014,West Brom,36,37
5/11/2014,Norwich City,33,37
5/11/2014,Fulham,31,37
5/11/2014,Cardiff City,30,37
3/1/2015,Chelsea,60,26
3/1/2015,Manchester City,55,26
3/1/2015,Manchester Utd,50,27
3/1/2015,Arsenal,48,26
3/1/2015,Southampton,46,27
3/1/2015,Liverpool,45,26
3/1/2015,Tottenham,44,26
3/1/2015,Swansea City,40,27
3/1/2015,West Ham,39,27
3/1/2015,Stoke City,39,27
3/1/2015,Newcastle Utd,35,27
3/1/2015,Crystal Palace,30,27
3/1/2015,West Brom,30,27
3/1/2015,Everton,28,26
3/1/2015,Hull City,26,27
3/1/2015,Sunderland,25,27
3/1/2015,QPR,22,26
3/1/2015,Burnley,22,27
3/1/2015,Aston Villa,22,27
3/1/2015,Leicester City,18,26
3/3/2015,Chelsea,60,26
3/3/2015,Manchester City,55,27
3/3/2015,Arsenal,51,27
3/3/2015,Manchester Utd,50,27
3/3/2015,Liverpool,48,27
3/3/2015,Southampton,46,27
3/3/2015,Tottenham,44,26
3/3/2015,Swansea City,40,27
3/3/2015,West Ham,39,27
3/3/2015,Stoke City,39,27
3/3/2015,Newcastle Utd,35,27
3/3/2015,Crystal Palace,30,27
3/3/2015,West Brom,30,27
3/3/2015,Everton,28,27
3/3/2015,Hull City,26,27
3/3/2015,Sunderland,25,27
3/3/2015,QPR,22,26
3/3/2015,Burnley,22,27
3/3/2015,Aston Villa,22,27
3/3/2015,Leicester City,18,26
3/4/2015,Chelsea,60,26
3/4/2015,Manchester City,55,27
3/4/2015,Arsenal,51,27
3/4/2015,Manchester Utd,50,27
3/4/2015,Southampton,49,28
3/4/2015,Liverpool,48,27
3/4/2015,Tottenham,44,26
3/4/2015,Swansea City,40,27
3/4/2015,West Ham,39,27
3/4/2015,Stoke City,39,27
3/4/2015,Newcastle Utd,35,27
3/4/2015,Crystal Palace,30,28
3/4/2015,West Brom,30,28
3/4/2015,Everton,28,27
3/4/2015,Hull City,27,28
3/4/2015,Sunderland,26,28
3/4/2015,Aston Villa,25,28
3/4/2015,QPR,22,26
3/4/2015,Burnley,22,27
3/4/2015,Leicester City,18,26
3/7/2015,Chelsea,63,27
3/7/2015,Manchester City,58,28
3/7/2015,Arsenal,54,28
3/7/2015,Manchester Utd,53,28
3/7/2015,Liverpool,51,28
3/7/2015,Southampton,49,28
3/7/2015,Tottenham,47,27
3/7/2015,Stoke City,42,28
3/7/2015,Swansea City,40,28
3/7/2015,West Ham,39,28
3/7/2015,Newcastle Utd,35,28
3/7/2015,Crystal Palace,30,28
3/7/2015,West Brom,30,28
3/7/2015,Everton,28,28
3/7/2015,Hull City,27,28
3/7/2015,Sunderland,26,28
3/7/2015,Aston Villa,25,28
3/7/2015,QPR,22,27
3/7/2015,Burnley,22,28
3/7/2015,Leicester City,18,27
3/14/2015,Chelsea,63,27
3/14/2015,Manchester City,58,28
3/14/2015,Arsenal,54,28
3/14/2015,Manchester Utd,53,28
3/14/2015,Liverpool,51,28
3/14/2015,Tottenham,50,28
3/14/2015,Southampton,49,28
3/14/2015,Stoke City,42,28
3/14/2015,Swansea City,40,28
3/14/2015,West Ham,39,28
3/14/2015,Newcastle Utd,35,28
3/14/2015,Crystal Palace,30,28
3/14/2015,West Brom,30,28
3/14/2015,Everton,28,28
3/14/2015,Hull City,27,28
3/14/2015,Sunderland,26,28
3/14/2015,Aston Villa,25,28
3/14/2015,QPR,22,28
3/14/2015,Burnley,22,28
3/14/2015,Leicester City,18,27
3/15/2015,Chelsea,63,27
3/15/2015,Manchester City,58,29
3/15/2015,Arsenal,57,29
3/15/2015,Manchester Utd,53,28
3/15/2015,Liverpool,51,28
3/15/2015,Tottenham,50,28
3/15/2015,Southampton,49,28
3/15/2015,Stoke City,42,29
3/15/2015,Swansea City,40,28
3/15/2015,West Ham,39,29
3/15/2015,Newcastle Utd,35,28
3/15/2015,Crystal Palace,33,29
3/15/2015,West Brom,33,29
3/15/2015,Everton,28,28
3/15/2015,Hull City,28,29
3/15/2015,Aston Villa,28,29
3/15/2015,Sunderland,26,29
3/15/2015,Burnley,25,29
3/15/2015,QPR,22,29
3/15/2015,Leicester City,19,28
3/16/2015,Chelsea,64,28
3/16/2015,Manchester City,58,29
3/16/2015,Arsenal,57,29
3/16/2015,Manchester Utd,56,29
3/16/2015,Liverpool,51,28
3/16/2015,Southampton,50,29
3/16/2015,Tottenham,50,29
3/16/2015,Stoke City,42,29
3/16/2015,Swansea City,40,28
3/16/2015,West Ham,39,29
3/16/2015,Newcastle Utd,35,29
3/16/2015,Crystal Palace,33,29
3/16/2015,West Brom,33,29
3/16/2015,Everton,31,29
3/16/2015,Hull City,28,29
3/16/2015,Aston Villa,28,29
3/16/2015,Sunderland,26,29
3/16/2015,Burnley,25,29
3/16/2015,QPR,22,29
3/16/2015,Leicester City,19,28
3/21/2015,Chelsea,64,28
3/21/2015,Manchester City,58,29
3/21/2015,Arsenal,57,29
3/21/2015,Manchester Utd,56,29
3/21/2015,Liverpool,54,29
3/21/2015,Southampton,50,29
3/21/2015,Tottenham,50,29
3/21/2015,Stoke City,42,29
3/21/2015,Swansea City,40,29
3/21/2015,West Ham,39,29
3/21/2015,Newcastle Utd,35,29
3/21/2015,Crystal Palace,33,29
3/21/2015,West Brom,33,29
3/21/2015,Everton,31,29
3/21/2015,Hull City,28,29
3/21/2015,Aston Villa,28,29
3/21/2015,Sunderland,26,29
3/21/2015,Burnley,25,29
3/21/2015,QPR,22,29
3/21/2015,Leicester City,19,28
3/22/2015,Chelsea,64,28
3/22/2015,Manchester City,61,30
3/22/2015,Arsenal,60,30
3/22/2015,Manchester Utd,56,29
3/22/2015,Liverpool,54,29
3/22/2015,Southampton,53,30
3/22/2015,Tottenham,53,30
3/22/2015,Swansea City,43,30
3/22/2015,West Ham,42,30
3/22/2015,Stoke City,42,30
3/22/2015,Crystal Palace,36,30
3/22/2015,Newcastle Utd,35,30
3/22/2015,West Brom,33,30
3/22/2015,Everton,31,29
3/22/2015,Hull City,28,29
3/22/2015,Aston Villa,28,30
3/22/2015,Sunderland,26,30
3/22/2015,Burnley,25,30
3/22/2015,QPR,22,29
3/22/2015,Leicester City,19,29
4/4/2015,Chelsea,67,29
4/4/2015,Manchester City,61,30
4/4/2015,Arsenal,60,30
4/4/2015,Manchester Utd,59,30
4/4/2015,Liverpool,54,30
4/4/2015,Southampton,53,30
4/4/2015,Tottenham,53,30
4/4/2015,Swansea City,43,30
4/4/2015,West Ham,42,30
4/4/2015,Stoke City,42,30
4/4/2015,Crystal Palace,36,30
4/4/2015,Newcastle Utd,35,30
4/4/2015,Everton,34,30
4/4/2015,West Brom,33,30
4/4/2015,Hull City,28,30
4/4/2015,Aston Villa,28,30
4/4/2015,Sunderland,26,30
4/4/2015,Burnley,25,30
4/4/2015,QPR,22,30
4/4/2015,Leicester City,19,29
4/5/2015,Chelsea,70,30
4/5/2015,Arsenal,63,31
4/5/2015,Manchester Utd,62,31
4/5/2015,Manchester City,61,30
4/5/2015,Liverpool,54,31
4/5/2015,Southampton,53,31
4/5/2015,Tottenham,53,30
4/5/2015,Swansea City,46,31
4/5/2015,West Ham,42,31
4/5/2015,Stoke City,42,31
4/5/2015,Everton,37,31
4/5/2015,Crystal Palace,36,30
4/5/2015,Newcastle Utd,35,30
4/5/2015,West Brom,33,31
4/5/2015,Hull City,28,31
4/5/2015,Aston Villa,28,31
4/5/2015,Sunderland,26,30
4/5/2015,QPR,25,31
4/5/2015,Burnley,25,30
4/5/2015,Leicester City,22,30
4/6/2015,Chelsea,70,30
4/6/2015,Arsenal,63,31
4/6/2015,Manchester Utd,62,31
4/6/2015,Manchester City,61,30
4/6/2015,Liverpool,54,31
4/6/2015,Tottenham,54,31
4/6/2015,Southampton,53,31
4/6/2015,Swansea City,46,31
4/6/2015,West Ham,42,31
4/6/2015,Stoke City,42,31
4/6/2015,Everton,37,31
4/6/2015,Crystal Palace,36,30
4/6/2015,Newcastle Utd,35,31
4/6/2015,West Brom,33,31
4/6/2015,Sunderland,29,31
4/6/2015,Hull City,28,31
4/6/2015,Aston Villa,28,31
4/6/2015,Burnley,26,31
4/6/2015,QPR,25,31
4/6/2015,Leicester City,22,30
4/7/2015,Chelsea,70,30
4/7/2015,Arsenal,63,31
4/7/2015,Manchester Utd,62,31
4/7/2015,Manchester City,61,31
4/7/2015,Liverpool,54,31
4/7/2015,Tottenham,54,31
4/7/2015,Southampton,53,31
4/7/2015,Swansea City,46,31
4/7/2015,West Ham,42,31
4/7/2015,Stoke City,42,31
4/7/2015,Crystal Palace,39,31
4/7/2015,Everton,37,31
4/7/2015,Newcastle Utd,35,31
4/7/2015,West Brom,33,31
4/7/2015,Sunderland,29,31
4/7/2015,Hull City,28,31
4/7/2015,Aston Villa,28,31
4/7/2015,Burnley,26,31
4/7/2015,QPR,25,31
4/7/2015,Leicester City,22,30
4/11/2015,Chelsea,70,30
4/11/2015,Arsenal,63,31
4/11/2015,Manchester Utd,62,31
4/11/2015,Manchester City,61,31
4/11/2015,Liverpool,54,31
4/11/2015,Tottenham,54,31
4/11/2015,Southampton,53,31
4/11/2015,Swansea City,46,31
4/11/2015,West Ham,42,31
4/11/2015,Stoke City,42,31
4/11/2015,Crystal Palace,39,31
4/11/2015,Everton,37,31
4/11/2015,Newcastle Utd,35,31
4/11/2015,West Brom,33,31
4/11/2015,Sunderland,29,31
4/11/2015,Aston Villa,29,32
4/11/2015,Hull City,28,31
4/11/2015,QPR,26,32
4/11/2015,Burnley,26,31
4/11/2015,Leicester City,22,30
4/12/2015,Chelsea,70,30
4/12/2015,Arsenal,66,32
4/12/2015,Manchester Utd,62,31
4/12/2015,Manchester City,61,31
4/12/2015,Southampton,56,32
4/12/2015,Liverpool,54,31
4/12/2015,Tottenham,54,32
4/12/2015,Swansea City,47,32
4/12/2015,West Ham,43,32
4/12/2015,Stoke City,43,32
4/12/2015,Crystal Palace,42,32
4/12/2015,Everton,38,32
4/12/2015,Newcastle Utd,35,31
4/12/2015,West Brom,33,32
4/12/2015,Aston Villa,32,33
4/12/2015,Sunderland,29,32
4/12/2015,Hull City,28,32
4/12/2015,QPR,26,32
4/12/2015,Burnley,26,32
4/12/2015,Leicester City,25,31
4/13/2015,Chelsea,73,31
4/13/2015,Arsenal,66,32
4/13/2015,Manchester Utd,65,32
4/13/2015,Manchester City,61,32
4/13/2015,Southampton,56,32
4/13/2015,Liverpool,54,31
4/13/2015,Tottenham,54,32
4/13/2015,Swansea City,47,32
4/13/2015,West Ham,43,32
4/13/2015,Stoke City,43,32
4/13/2015,Crystal Palace,42,32
4/13/2015,Everton,38,32
4/13/2015,Newcastle Utd,35,31
4/13/2015,West Brom,33,32
4/13/2015,Aston Villa,32,33
4/13/2015,Sunderland,29,32
4/13/2015,Hull City,28,32
4/13/2015,QPR,26,33
4/13/2015,Burnley,26,32
4/13/2015,Leicester City,25,31
4/18/2015,Chelsea,73,31
4/18/2015,Arsenal,66,32
4/18/2015,Manchester Utd,65,32
4/18/2015,Manchester City,61,32
4/18/2015,Liverpool,57,32
4/18/2015,Southampton,56,32
4/18/2015,Tottenham,54,32
4/18/2015,Swansea City,47,32
4/18/2015,West Ham,43,32
4/18/2015,Stoke City,43,32
4/18/2015,Crystal Palace,42,32
4/18/2015,Everton,38,32
4/18/2015,Newcastle Utd,35,32
4/18/2015,West Brom,33,32
4/18/2015,Aston Villa,32,33
4/18/2015,Sunderland,29,32
4/18/2015,Hull City,28,32
4/18/2015,QPR,26,33
4/18/2015,Burnley,26,32
4/18/2015,Leicester City,25,31
4/19/2015,Chelsea,76,32
4/19/2015,Arsenal,66,32
4/19/2015,Manchester Utd,65,33
4/19/2015,Manchester City,61,32
4/19/2015,Liverpool,57,32
4/19/2015,Southampton,56,33
4/19/2015,Tottenham,54,32
4/19/2015,Swansea City,47,33
4/19/2015,Stoke City,46,33
4/19/2015,West Ham,43,32
4/19/2015,Crystal Palace,42,33
4/19/2015,Everton,41,33
4/19/2015,West Brom,36,33
4/19/2015,Newcastle Utd,35,32
4/19/2015,Aston Villa,32,33
4/19/2015,Sunderland,29,32
4/19/2015,Hull City,28,32
4/19/2015,Leicester City,28,32
4/19/2015,QPR,26,33
4/19/2015,Burnley,26,33
4/25/2015,Chelsea,76,32
4/25/2015,Arsenal,66,32
4/25/2015,Manchester Utd,65,33
4/25/2015,Manchester City,64,33
4/25/2015,Liverpool,57,32
4/25/2015,Tottenham,57,33
4/25/2015,Southampton,56,33
4/25/2015,Swansea City,47,33
4/25/2015,Stoke City,46,33
4/25/2015,West Ham,43,33
4/25/2015,Crystal Palace,42,33
